device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds
DEV-0183,SER-037,2026/03/07 02:50:27 AM,ORD-025219,220,FAB-C,,SYS-BETA,2,5,23,13,2,17,8,1,2,1,2,4,4,4,242
DEV-0159,MDL-022,2026/03/09 11:35:33 AM,ORD-025220,1834,FAB-C,,SYS-BETA,2,5,16,15,2,6,10,2,5,4,1,5,1,38,2282
DEV-0190,,2026/03/31 04:26:23 AM,ORD-025221,48,FAB-B,,SYS-ALPHA,4,4,24,13,1,12,7,2,7,3,1,5,3,1,64
DEV-0098,TYP-041,2026/03/24 07:33:52 PM,ORD-025222,37,FAB-B,AREA-3,SYS-ALPHA,2,7,16,19,5,10,13,1,3,4,1,3,2,1,62
DEV-0143,,2026/03/17 03:41:21 PM,ORD-025223,1843,FAB-C,AREA-2,SYS-GAMMA,9,6,19,10,3,8,7,2,7,2,1,4,1,46,2769
DEV-0145,MDL-016,2026/03/11 10:34:47 PM,ORD-025224,104,FAB-A,AREA-1,SYS-ALPHA,1,5,27,9,2,16,5,2,7,3,1,4,1,2,121
DEV-0158,TYP-014,2026/03/31 03:24:05 AM,ORD-025225,37,FAB-A,,SYS-BETA,19,6,22,12,3,14,7,2,4,3,1,4,2,1,79
DEV-0006,SER-018,2026/03/12 10:48:49 AM,ORD-025226,46,FAB-A,AREA-2,SYS-BETA,15,11,32,19,9,23,16,1,4,2,1,5,1,2,135
DEV-0086,TYP-040,2026/03/24 02:52:09 PM,ORD-025227,1085,FAB-C,AREA-1,SYS-ALPHA,15,6,26,10,3,17,7,2,5,2,1,4,1,27,1635
DEV-0005,EQP-049,2026/03/26 02:25:45 AM,ORD-025228,1997,FAB-A,,SYS-BETA,17,8,24,14,5,15,8,2,6,4,1,3,2,66,3977
DEV-0029,TYP-041,2026/03/08 11:04:47 PM,ORD-025229,81,FAB-A,,SYS-GAMMA,4,4,21,12,2,17,10,1,2,1,1,2,1,1,64
DEV-0152,SER-017,2026/03/31 02:59:53 AM,ORD-025230,64,FAB-A,AREA-3,SYS-GAMMA,159,5,21,16,3,10,10,2,7,4,1,4,2,1,88
DEV-0136,SER-029,2026/03/28 01:38:07 PM,ORD-025231,1866,FAB-B,AREA-2,SYS-GAMMA,24,4,16,15,2,7,9,1,4,3,1,5,3,31,1884
DEV-0134,MDL-036,2026/03/09 10:25:02 AM,ORD-025232,1719,FAB-A,AREA-3,SYS-BETA,2,4,12,15,2,6,9,1,2,4,1,4,2,28,1682
DEV-0099,TYP-001,2026/03/13 11:15:41 PM,ORD-025233,212,FAB-B,AREA-2,SYS-GAMMA,1,4,12,17,2,4,10,1,4,4,1,4,3,3,181
DEV-0037,EQP-049,2026/03/10 01:51:42 AM,ORD-025234,120,FAB-A,AREA-1,SYS-GAMMA,11,7,17,18,4,7,12,2,6,4,1,4,2,3,191
DEV-0028,EQP-049,2026/03/27 12:38:53 PM,ORD-025235,157,FAB-A,AREA-1,SYS-ALPHA,5,23,43,31,21,36,27,1,2,3,1,5,1,15,905
DEV-0182,TYP-020,2026/03/24 02:00:35 AM,ORD-025236,285,FAB-A,AREA-1,SYS-BETA,7,6,21,14,3,11,6,1,5,4,2,5,4,7,427
DEV-0047,,2026/03/26 09:49:18 AM,ORD-025237,484,FAB-C,AREA-2,SYS-GAMMA,69,3,21,12,1,14,6,1,2,4,1,5,2,6,429
DEV-0117,SER-018,2026/03/25 03:04:32 PM,ORD-025238,2021,FAB-A,AREA-3,SYS-BETA,33,6,20,10,3,11,6,2,4,2,1,5,2,50,3033
DEV-0197,,2026/03/11 04:49:36 AM,ORD-025239,23,FAB-B,AREA-2,SYS-BETA,6,3,13,13,1,6,9,1,5,3,1,2,1,1,66
DEV-0097,MDL-032,2026/03/21 07:49:50 AM,ORD-025240,175,FAB-B,AREA-1,SYS-ALPHA,7,5,19,10,2,13,4,2,3,3,1,3,3,3,187
DEV-0043,SER-047,2026/03/21 02:23:23 PM,ORD-025241,18,FAB-B,AREA-1,SYS-GAMMA,1,5,23,13,3,18,9,1,2,3,1,3,1,1,61
DEV-0000,TYP-048,2026/03/13 11:17:27 PM,ORD-025242,34,FAB-A,AREA-1,SYS-GAMMA,18,6,26,15,2,16,10,2,6,2,2,4,3,1,78
DEV-0119,,2026/03/27 02:23:07 PM,ORD-025243,21,FAB-C,AREA-3,SYS-ALPHA,215,4,10,10,3,5,5,1,2,4,1,3,1,1,89
DEV-0192,EQP-010,2026/03/20 07:45:46 AM,ORD-025244,1642,FAB-B,AREA-2,SYS-GAMMA,4,3,11,12,1,3,9,1,4,1,1,4,2,20,1204
DEV-0014,SER-018,2026/03/14 01:04:44 AM,ORD-025245,572,FAB-B,AREA-3,SYS-ALPHA,18,4,22,14,1,16,7,2,3,4,1,3,3,9,558
DEV-0068,,2026/03/04 10:52:43 AM,ORD-025246,1806,FAB-A,AREA-2,SYS-BETA,9,5,28,12,3,17,6,1,6,3,1,5,3,37,2229
DEV-0010,SER-006,2026/03/22 02:52:13 AM,ORD-025247,260,FAB-C,AREA-3,SYS-GAMMA,112,5,19,13,3,9,8,2,5,4,1,5,1,5,400
DEV-0070,,2026/03/05 10:45:37 AM,ORD-025248,113,FAB-A,AREA-2,SYS-BETA,8,16,29,21,14,19,17,1,6,1,1,4,3,7,428
DEV-0005,EQP-049,2026/03/30 01:34:15 PM,ORD-025249,15,FAB-A,,SYS-BETA,5,6,17,9,3,12,6,2,3,2,1,2,1,1,65
DEV-0195,EQP-028,2026/03/20 06:19:15 AM,ORD-025250,165,FAB-C,AREA-3,SYS-BETA,7,5,21,15,3,15,9,1,4,3,1,2,3,3,187
DEV-0131,SER-019,2026/03/05 12:47:52 PM,ORD-025251,138,FAB-C,AREA-2,SYS-ALPHA,16,6,20,15,3,11,10,2,7,2,1,2,3,3,196
DEV-0002,TYP-014,2026/03/25 03:22:46 AM,ORD-025252,35,FAB-A,AREA-1,SYS-GAMMA,6,5,20,16,3,12,11,1,5,3,1,3,2,1,66
DEV-0005,EQP-049,2026/03/15 05:38:27 PM,ORD-025253,188,FAB-A,,SYS-BETA,2,7,20,18,4,10,12,1,5,3,2,5,3,5,302
DEV-0002,TYP-014,2026/03/26 05:53:38 AM,ORD-025254,111,FAB-A,AREA-1,SYS-GAMMA,3,7,20,14,5,14,8,1,4,4,1,2,2,3,183
DEV-0182,TYP-020,2026/03/17 02:00:17 AM,ORD-025255,124,FAB-A,AREA-1,SYS-BETA,9,7,28,17,5,20,11,1,4,4,1,4,2,3,189
DEV-0197,,2026/03/23 10:02:21 AM,ORD-025256,13,FAB-B,AREA-2,SYS-BETA,34,5,22,13,2,12,6,2,5,4,1,5,3,1,94
DEV-0097,MDL-032,2026/03/06 01:59:12 AM,ORD-025257,23,FAB-B,AREA-1,SYS-ALPHA,13,4,20,14,1,10,8,1,6,4,2,4,2,1,73
DEV-0093,MDL-007,2026/03/04 01:14:49 PM,ORD-025258,46,FAB-A,AREA-3,SYS-ALPHA,2,3,22,8,1,15,5,1,2,2,1,5,1,1,62
DEV-0009,SER-047,2026/03/22 05:56:25 AM,ORD-025259,11,FAB-B,AREA-1,SYS-BETA,3,5,24,9,3,14,5,1,5,2,1,5,2,1,63
DEV-0072,SER-019,2026/03/11 07:07:26 PM,ORD-025260,92,FAB-B,,SYS-ALPHA,7,4,24,9,1,13,5,2,6,2,1,5,2,1,67
DEV-0001,EQP-028,2026/03/11 01:10:38 AM,ORD-025261,1371,FAB-A,AREA-1,SYS-ALPHA,14,5,21,16,2,13,10,2,5,4,1,3,2,28,1694
DEV-0180,TYP-014,2026/03/24 12:59:00 AM,ORD-025262,1705,FAB-B,AREA-3,SYS-BETA,44,9,25,20,7,17,15,1,4,2,1,4,3,63,3824
DEV-0103,MDL-003,2026/03/27 03:23:58 AM,ORD-025263,240,FAB-B,AREA-2,SYS-BETA,1,4,18,10,2,12,6,1,3,3,1,3,1,4,241
DEV-0176,SER-015,2026/03/14 01:48:05 PM,ORD-025264,237,FAB-C,AREA-1,SYS-GAMMA,1,5,26,7,3,18,4,1,4,1,1,4,2,4,241
DEV-0085,,2026/03/01 11:09:57 PM,ORD-025265,260,FAB-A,AREA-1,SYS-BETA,1,3,21,6,1,12,2,1,6,3,1,3,1,3,181
DEV-0071,TYP-001,2026/03/26 06:21:30 PM,ORD-025266,143,FAB-B,AREA-3,SYS-BETA,18,5,18,10,3,14,5,1,2,3,1,2,2,2,138
DEV-0072,SER-019,2026/03/14 09:23:21 PM,ORD-025267,115,FAB-B,,SYS-ALPHA,1,3,15,13,1,5,9,1,5,3,1,5,1,1,61
DEV-0197,,2026/03/17 12:08:05 PM,ORD-025268,1508,FAB-B,AREA-2,SYS-BETA,6,4,23,8,2,13,6,1,6,1,1,4,1,25,1506
DEV-0066,SER-029,2026/03/17 08:08:13 AM,ORD-025269,278,FAB-C,AREA-1,SYS-ALPHA,1,4,23,13,2,17,7,1,2,3,1,4,3,4,241
DEV-0108,TYP-048,2026/03/21 05:36:29 PM,ORD-025270,51,FAB-A,AREA-2,SYS-ALPHA,18,6,25,11,3,17,6,2,4,2,1,4,3,1,78
DEV-0148,MDL-036,2026/03/08 02:23:21 PM,ORD-025271,7,FAB-A,AREA-1,SYS-BETA,1,8,20,15,5,12,9,2,5,3,1,3,3,1,61
DEV-0007,MDL-007,2026/03/08 12:35:09 AM,ORD-025272,865,FAB-A,,SYS-ALPHA,11,6,23,9,3,15,4,2,6,4,1,2,1,21,1271
DEV-0189,SER-033,2026/03/12 04:43:18 PM,ORD-025273,34,FAB-C,AREA-3,SYS-ALPHA,5,13,31,24,11,24,19,1,4,2,1,3,3,1,65
DEV-0191,EQP-028,2026/03/30 09:53:01 AM,ORD-025274,1168,FAB-B,,SYS-GAMMA,4,7,17,19,3,6,10,2,5,5,2,6,4,34,2044
DEV-0157,SER-025,2026/03/02 10:31:24 PM,ORD-025275,104,FAB-C,AREA-2,SYS-GAMMA,13,7,14,15,5,8,10,1,3,4,1,3,1,3,193
DEV-0174,SER-017,2026/03/20 06:59:10 AM,ORD-025276,51,FAB-A,,SYS-ALPHA,37,4,15,13,2,4,10,1,6,2,1,5,1,1,97
DEV-0059,MDL-007,2026/03/18 05:22:53 PM,ORD-025277,890,FAB-A,,SYS-BETA,34,4,12,13,2,7,10,1,3,2,1,2,1,14,874
DEV-0003,TYP-013,2026/03/15 07:49:40 PM,ORD-025278,156,FAB-C,,SYS-ALPHA,64,6,16,13,3,7,9,2,7,2,1,2,2,3,244
DEV-0165,SER-015,2026/03/02 03:33:49 AM,ORD-025279,242,FAB-B,,SYS-BETA,37,5,17,17,2,7,10,2,6,5,1,4,2,5,337
DEV-0048,TYP-020,2026/03/17 05:36:05 AM,ORD-025280,30,FAB-B,AREA-3,SYS-BETA,6,7,26,19,5,20,13,1,3,3,1,3,3,1,66
DEV-0022,TYP-005,2026/03/04 10:40:19 AM,ORD-025281,1378,FAB-A,AREA-3,SYS-ALPHA,12,5,17,13,1,10,5,2,4,5,2,3,3,28,1692
DEV-0133,TYP-048,2026/03/27 03:38:21 PM,ORD-025282,150,FAB-A,AREA-3,SYS-BETA,15,4,16,11,1,8,7,2,4,3,1,4,1,2,135
DEV-0116,EQP-043,2026/03/19 07:18:41 AM,ORD-025283,821,FAB-A,,SYS-BETA,1,4,17,11,2,11,8,1,3,2,1,3,1,13,781
DEV-0040,EQP-021,2026/03/17 12:07:26 PM,ORD-025284,219,FAB-B,AREA-1,SYS-ALPHA,2,4,23,7,2,16,3,1,5,2,1,2,2,3,182
DEV-0016,SER-018,2026/03/25 11:33:48 AM,ORD-025285,10,FAB-C,AREA-1,SYS-GAMMA,17,7,21,15,3,12,9,2,5,4,2,4,2,1,77
DEV-0128,EQP-021,2026/03/27 02:56:38 AM,ORD-025286,432,FAB-C,AREA-1,SYS-GAMMA,11,5,14,11,3,7,5,1,4,3,1,3,3,9,551
DEV-0037,EQP-049,2026/03/29 06:36:55 PM,ORD-025287,43,FAB-A,AREA-1,SYS-GAMMA,19,6,14,13,4,8,8,1,2,4,1,4,1,1,79
DEV-0108,TYP-048,2026/03/28 04:32:59 PM,ORD-025288,18,FAB-A,AREA-2,SYS-ALPHA,18,7,16,12,4,7,6,1,4,2,2,5,4,1,78
DEV-0152,SER-017,2026/03/05 05:21:37 AM,ORD-025289,841,FAB-A,AREA-3,SYS-GAMMA,74,6,24,11,4,16,8,1,4,1,1,4,2,21,1334
DEV-0039,SER-024,2026/03/22 06:29:05 PM,ORD-025290,1195,FAB-A,AREA-1,SYS-GAMMA,3,7,22,14,3,13,8,3,6,4,1,3,2,34,2043
DEV-0184,SER-046,2026/03/19 04:09:59 PM,ORD-025291,633,FAB-A,AREA-1,SYS-GAMMA,22,7,16,11,5,8,6,1,3,3,1,5,2,18,1102
DEV-0037,EQP-049,2026/03/22 07:41:35 AM,ORD-025292,13,FAB-A,AREA-1,SYS-GAMMA,11,5,21,8,3,15,4,1,3,2,1,3,2,1,71
DEV-0107,EQP-050,2026/03/21 10:09:34 PM,ORD-025293,19,FAB-C,,SYS-GAMMA,51,4,16,14,2,9,7,1,3,4,1,4,3,1,111
DEV-0063,MDL-016,2026/03/06 10:07:54 PM,ORD-025294,32,FAB-A,AREA-2,SYS-GAMMA,1,5,15,15,2,8,9,1,3,4,2,4,2,1,61
DEV-0061,TYP-004,2026/03/15 11:12:09 AM,ORD-025295,71,FAB-C,AREA-1,SYS-ALPHA,28,5,21,12,3,10,9,1,6,1,1,5,2,1,88
DEV-0135,TYP-014,2026/03/30 02:40:45 PM,ORD-025296,5,FAB-B,AREA-3,SYS-BETA,9,5,20,15,2,12,7,2,6,5,1,2,3,1,69
DEV-0194,,2026/03/27 06:48:46 AM,ORD-025297,332,FAB-C,,SYS-BETA,1,4,20,10,1,12,2,2,4,5,1,4,3,5,301
DEV-0079,MDL-008,2026/03/16 07:14:06 AM,ORD-025298,21,FAB-C,AREA-2,SYS-GAMMA,10,5,13,7,3,6,5,1,3,1,1,4,1,1,70
DEV-0155,SER-018,2026/03/10 10:42:20 PM,ORD-025299,3178,FAB-B,AREA-3,SYS-GAMMA,27,4,12,12,2,5,8,1,3,3,1,4,1,52,3147
DEV-0084,TYP-042,2026/03/02 03:22:55 PM,ORD-025300,19,FAB-B,,SYS-BETA,19,3,10,9,1,3,2,1,4,4,1,3,3,1,79
DEV-0124,,2026/03/30 03:01:41 PM,ORD-025301,290,FAB-C,AREA-2,SYS-BETA,7,6,23,13,2,13,7,3,5,4,1,5,2,7,427
DEV-0150,TYP-040,2026/03/05 09:47:19 AM,ORD-025302,210,FAB-C,,SYS-GAMMA,1049,4,18,9,1,6,4,2,7,4,1,5,1,3,1229
DEV-0140,,2026/03/05 10:18:04 AM,ORD-025303,684,FAB-A,AREA-2,SYS-ALPHA,36,7,22,17,4,13,10,2,6,4,1,3,3,19,1176
DEV-0110,TYP-012,2026/03/21 03:39:01 PM,ORD-025304,30,FAB-C,AREA-3,SYS-BETA,33,6,15,14,2,5,6,2,7,4,2,3,4,1,93
DEV-0187,,2026/03/15 10:48:38 AM,ORD-025305,113,FAB-A,AREA-3,SYS-GAMMA,1,8,27,20,5,16,13,2,6,4,1,5,3,3,181
DEV-0014,SER-018,2026/03/26 04:38:57 PM,ORD-025306,121,FAB-B,AREA-3,SYS-ALPHA,3,5,21,11,3,12,7,1,6,2,1,3,2,2,123
DEV-0047,,2026/03/15 03:21:06 AM,ORD-025307,1868,FAB-C,AREA-2,SYS-GAMMA,16,7,24,12,3,16,6,2,5,3,2,3,3,54,3256
DEV-0175,TYP-048,2026/03/29 08:53:22 AM,ORD-025308,540,FAB-C,AREA-1,SYS-BETA,1,8,20,14,5,10,7,2,7,5,1,3,2,18,1081
DEV-0149,TYP-009,2026/03/05 09:49:03 PM,ORD-025309,32,FAB-B,AREA-3,SYS-BETA,14,6,25,14,3,14,11,2,7,2,1,4,1,1,74
DEV-0012,TYP-005,2026/03/18 11:13:57 PM,ORD-025310,812,FAB-A,AREA-2,SYS-BETA,5,7,19,14,4,10,9,1,4,3,2,5,2,23,1385
DEV-0057,,2026/03/26 05:08:24 PM,ORD-025311,247,FAB-C,,SYS-ALPHA,5,10,24,14,8,16,11,1,6,1,1,2,2,10,605
DEV-0095,SER-019,2026/03/20 10:22:52 PM,ORD-025312,50,FAB-C,AREA-2,SYS-GAMMA,3,7,22,16,4,14,10,2,4,4,1,4,2,1,63
DEV-0033,,2026/03/25 09:46:07 PM,ORD-025313,26,FAB-C,AREA-3,SYS-GAMMA,5,5,17,8,1,10,2,2,3,4,2,4,2,1,65
DEV-0175,TYP-048,2026/03/01 12:53:20 PM,ORD-025314,28,FAB-C,AREA-1,SYS-BETA,13,7,27,16,4,15,9,2,7,4,1,5,3,1,73
DEV-0164,TYP-048,2026/03/01 11:51:24 AM,ORD-025315,92,FAB-C,AREA-2,SYS-BETA,24,4,14,7,1,5,3,2,6,3,1,3,1,1,84
DEV-0133,TYP-048,2026/03/05 08:28:26 PM,ORD-025316,42,FAB-A,AREA-3,SYS-BETA,41,5,13,11,2,6,4,2,5,5,1,2,2,1,101
DEV-0064,SER-029,2026/03/31 12:12:05 PM,ORD-025317,913,FAB-A,,SYS-ALPHA,9,8,21,17,4,12,9,3,4,6,1,5,2,30,1809
DEV-0186,SER-045,2026/03/14 07:38:17 AM,ORD-025318,1293,FAB-B,AREA-1,SYS-GAMMA,8,8,17,21,4,7,12,2,5,5,2,5,4,43,2588
DEV-0173,MDL-022,2026/03/11 12:06:24 PM,ORD-025319,811,FAB-B,AREA-3,SYS-BETA,12,6,22,11,2,15,5,2,3,2,2,4,4,20,1212
DEV-0170,TYP-042,2026/03/27 06:32:46 PM,ORD-025320,228,FAB-B,AREA-2,SYS-BETA,3,6,25,14,3,18,7,2,3,5,1,4,2,5,303
DEV-0187,,2026/03/24 11:03:28 AM,ORD-025321,1659,FAB-A,AREA-3,SYS-GAMMA,12,5,22,10,2,12,4,2,6,5,1,4,1,34,2052
DEV-0157,SER-025,2026/03/07 11:17:17 AM,ORD-025322,32,FAB-C,AREA-2,SYS-GAMMA,8,4,18,10,1,11,4,2,4,5,1,3,1,1,68
DEV-0010,SER-006,2026/03/30 08:03:42 PM,ORD-025323,109,FAB-C,AREA-3,SYS-GAMMA,21,5,15,10,2,5,4,2,6,4,1,4,2,2,141
DEV-0184,SER-046,2026/03/08 12:43:09 AM,ORD-025324,1012,FAB-A,AREA-1,SYS-GAMMA,20,5,21,8,3,15,4,1,4,1,1,2,3,21,1280
DEV-0166,SER-002,2026/03/05 02:03:31 PM,ORD-025325,732,FAB-B,AREA-3,SYS-GAMMA,4,5,13,11,2,4,8,2,7,2,1,2,1,15,904
DEV-0085,,2026/03/06 12:45:10 PM,ORD-025326,28,FAB-A,AREA-1,SYS-BETA,16,4,26,14,1,16,6,2,6,5,1,4,3,1,76
DEV-0100,SER-017,2026/03/23 08:52:15 PM,ORD-025327,1550,FAB-A,,SYS-GAMMA,15,4,20,11,1,13,7,2,3,2,1,4,2,25,1515
DEV-0058,,2026/03/29 03:17:50 AM,ORD-025328,899,FAB-B,,SYS-ALPHA,2,6,24,10,3,14,4,2,7,5,1,3,1,22,1322
DEV-0140,,2026/03/04 12:33:02 PM,ORD-025329,5,FAB-A,AREA-2,SYS-ALPHA,1,3,14,5,1,7,3,1,3,1,1,4,1,1,61
DEV-0055,SER-033,2026/03/17 10:12:24 PM,ORD-025330,1619,FAB-A,AREA-3,SYS-GAMMA,12,5,14,9,2,9,5,2,3,3,1,2,1,33,1992
DEV-0010,SER-006,2026/03/22 04:58:20 AM,ORD-025331,425,FAB-C,AREA-3,SYS-GAMMA,3,6,13,11,1,4,5,3,6,3,2,3,3,10,603
DEV-0041,,2026/03/15 11:43:43 AM,ORD-025332,27,FAB-B,AREA-3,SYS-ALPHA,23,6,17,11,4,9,6,1,5,3,1,3,2,1,83
DEV-0099,TYP-001,2026/03/22 07:56:10 PM,ORD-025333,53,FAB-B,AREA-2,SYS-GAMMA,19,6,10,14,3,5,8,2,3,3,1,2,3,1,79
DEV-0187,,2026/03/21 08:04:24 PM,ORD-025334,44,FAB-A,AREA-3,SYS-GAMMA,11,5,19,9,3,8,6,51,208,2,1,5,1,1,273
DEV-0000,TYP-048,2026/03/17 11:13:30 PM,ORD-025335,32,FAB-A,AREA-1,SYS-GAMMA,19,4,23,9,271,825,6,2,6,2,1,3,1,1,890
DEV-0007,MDL-007,2026/03/15 11:07:41 AM,ORD-025336,31,FAB-A,,SYS-ALPHA,13,4,21,13,1,13,8,2,6,3,1,2,2,1,73
DEV-0072,SER-019,2026/03/23 12:39:06 PM,ORD-025337,964,FAB-B,,SYS-ALPHA,3,5,16,13,3,8,7,1,3,3,1,5,3,20,1203
DEV-0192,EQP-010,2026/03/27 01:13:33 AM,ORD-025338,774,FAB-B,AREA-2,SYS-GAMMA,17,4,21,10,2,16,6,1,2,3,1,3,1,12,737
DEV-0021,,2026/03/13 04:08:49 AM,ORD-025339,144,FAB-B,,SYS-BETA,1,3,19,13,1,9,9,1,5,2,1,5,2,1,61
DEV-0155,SER-018,2026/03/27 11:20:48 AM,ORD-025340,45,FAB-B,AREA-3,SYS-GAMMA,13,7,23,13,3,17,7,2,3,3,2,3,3,1,73
DEV-0081,EQP-043,2026/03/01 03:10:37 PM,ORD-025341,507,FAB-C,AREA-3,SYS-BETA,11,3,15,4,1,9,2,1,3,1,1,3,1,6,371
DEV-0161,,2026/03/21 10:15:07 PM,ORD-025342,1736,FAB-C,AREA-1,SYS-GAMMA,23,4,13,9,1,5,4,2,3,2,1,5,3,28,1703
DEV-0170,TYP-042,2026/03/02 01:27:14 PM,ORD-025343,971,FAB-B,AREA-2,SYS-BETA,6,3,22,7,1,13,2,1,6,4,1,3,1,12,726
DEV-0124,,2026/03/17 03:46:42 AM,ORD-025344,21,FAB-C,AREA-2,SYS-BETA,18,10,19,14,7,12,8,2,3,3,1,4,3,1,78
DEV-0011,TYP-040,2026/03/08 07:00:06 PM,ORD-025345,214,FAB-B,AREA-2,SYS-GAMMA,9,5,10,11,2,5,5,1,2,2,2,3,4,4,249
DEV-0037,EQP-049,2026/03/12 04:31:45 PM,ORD-025346,132,FAB-A,AREA-1,SYS-GAMMA,10,5,22,10,2,15,6,2,4,3,1,3,1,2,130
DEV-0036,,2026/03/31 03:10:34 AM,ORD-025347,768,FAB-C,AREA-3,SYS-GAMMA,6,5,16,10,2,10,3,2,4,4,1,2,3,16,966
DEV-0145,MDL-016,2026/03/01 10:27:01 PM,ORD-025348,630,FAB-A,AREA-1,SYS-ALPHA,1,7,22,18,4,16,12,2,3,3,1,3,3,18,1081
DEV-0050,MDL-016,2026/03/19 02:57:45 PM,ORD-025349,199,FAB-A,AREA-1,SYS-BETA,2,5,13,9,3,6,5,1,5,3,1,2,1,4,242
DEV-0139,,2026/03/25 11:56:27 PM,ORD-025350,91,FAB-A,AREA-3,SYS-ALPHA,4,4,18,8,1,11,4,2,5,2,1,2,2,1,64
DEV-0030,TYP-005,2026/03/28 08:10:05 AM,ORD-025351,879,FAB-B,,SYS-GAMMA,1,8,28,17,4,19,10,2,5,4,2,4,3,29,1741
DEV-0160,TYP-004,2026/03/27 06:15:46 PM,ORD-025352,7,FAB-A,,SYS-BETA,6,7,27,14,4,19,10,1,2,2,2,6,2,1,66
DEV-0132,EQP-027,2026/03/09 06:20:41 AM,ORD-025353,9,FAB-C,,SYS-GAMMA,13,6,15,14,2,5,10,2,4,2,2,6,2,1,73
DEV-0100,SER-017,2026/03/01 05:27:56 PM,ORD-025354,833,FAB-A,,SYS-GAMMA,30,4,15,15,2,6,8,1,5,4,1,4,3,13,810
DEV-0166,SER-002,2026/03/12 11:52:06 PM,ORD-025355,267,FAB-B,AREA-3,SYS-GAMMA,4,4,23,6,1,16,2,2,5,2,1,2,2,4,244
DEV-0122,EQP-028,2026/03/16 12:16:21 AM,ORD-025356,34,FAB-B,AREA-3,SYS-BETA,1,6,25,15,3,18,8,2,4,5,1,3,2,1,61
DEV-0080,MDL-039,2026/03/15 05:15:26 PM,ORD-025357,15,FAB-A,AREA-1,SYS-BETA,27,4,24,9,2,16,6,1,6,2,1,2,1,1,87
DEV-0046,EQP-034,2026/03/08 11:32:49 AM,ORD-025358,1506,FAB-C,,SYS-ALPHA,81,5,11,14,2,5,6,2,3,5,1,3,3,31,1941
DEV-0138,SER-006,2026/03/07 08:37:50 PM,ORD-025359,906,FAB-B,AREA-3,SYS-ALPHA,1,5,24,11,2,12,6,2,7,3,1,5,2,18,1081
DEV-0019,SER-045,2026/03/06 11:31:24 AM,ORD-025360,30,FAB-C,AREA-2,SYS-GAMMA,1,4,21,10,1,11,6,2,5,2,1,5,2,1,61
DEV-0051,SER-002,2026/03/10 01:18:05 PM,ORD-025361,843,FAB-C,AREA-2,SYS-GAMMA,11,3,14,12,1,6,6,1,5,4,1,3,2,10,611
DEV-0013,SER-006,2026/03/27 10:29:58 PM,ORD-025362,391,FAB-A,AREA-1,SYS-BETA,3015,6,28,9,2,17,4,2,7,2,2,4,3,9,3555
DEV-0178,,2026/03/09 05:57:14 PM,ORD-025363,25,FAB-A,AREA-2,SYS-ALPHA,10,6,13,14,3,7,7,2,3,5,1,3,2,1,70
DEV-0033,,2026/03/28 01:05:57 AM,ORD-025364,1456,FAB-C,AREA-3,SYS-GAMMA,6,4,15,12,2,5,7,1,6,2,1,4,3,24,1446
DEV-0138,SER-006,2026/03/07 09:09:20 PM,ORD-025365,43,FAB-B,AREA-3,SYS-ALPHA,1,8,26,15,5,17,10,2,4,2,1,5,3,1,61
DEV-0072,SER-019,2026/03/23 06:40:55 PM,ORD-025366,420,FAB-B,,SYS-ALPHA,1,3,23,14,1,16,9,1,5,2,1,2,3,5,301
DEV-0175,TYP-048,2026/03/27 11:55:37 PM,ORD-025367,40,FAB-C,AREA-1,SYS-BETA,15,5,20,16,2,9,10,2,6,5,1,5,1,1,75
DEV-0052,SER-015,2026/03/15 12:13:44 PM,ORD-025368,151,FAB-A,AREA-1,SYS-GAMMA,10,6,18,10,4,9,7,1,5,1,1,4,2,3,190
DEV-0043,SER-047,2026/03/21 06:32:11 PM,ORD-025369,216,FAB-B,AREA-1,SYS-GAMMA,7,7,14,11,4,8,7,2,3,2,1,3,2,6,367
DEV-0192,EQP-010,2026/03/10 01:35:12 AM,ORD-025370,44,FAB-B,AREA-2,SYS-GAMMA,5,7,24,16,4,14,11,2,7,3,1,3,2,1,65
DEV-0109,,2026/03/21 01:13:02 PM,ORD-025371,16,FAB-A,,SYS-ALPHA,40,5,20,14,2,11,7,2,7,5,1,2,2,1,100
DEV-0196,,2026/03/10 05:12:05 PM,ORD-025372,657,FAB-A,AREA-1,SYS-BETA,1,5,16,9,2,4,3,2,7,4,1,5,2,13,781
DEV-0047,,2026/03/05 11:00:22 AM,ORD-025373,3571,FAB-C,AREA-2,SYS-GAMMA,2,9,21,12,5,13,8,2,4,2,2,4,2,133,7982
DEV-0174,SER-017,2026/03/20 08:44:30 AM,ORD-025374,1484,FAB-A,,SYS-ALPHA,14,6,26,11,2,14,6,2,7,3,2,5,2,37,2234
DEV-0186,SER-045,2026/03/15 12:02:07 AM,ORD-025375,132,FAB-B,AREA-1,SYS-GAMMA,7,6,27,14,3,17,9,2,6,2,1,4,3,3,187
